Vocabulary,name,Users,MEDS:STATUS,MEDS:CATEGORY_MEANING_E,MEDS:CATEGORY_MEANING_F,MEDS:UNITS_DESCRIPTOR_E,MEDS:UNITS_DESCRIPTOR_F,MEDS:CF_CODE,MEDS:NETCDF_LONG_NAME,MEDS:WMO_CODE_TABLE_ID,MEDS:CONVENTION,BIO:units,BIO:P06 urn,BIO:P06 name,BIO:P01 urn,BIO:P01 name,BIO:CF_CODE,IML:definition,IML:units,standard_name,SDN:P07::id,SDN:P01::id,SDN:P01::urn,SDN:P01::prefLabel,sdn_parameter_urn,sdn_parameter_name,SDN:P06::id,SDN:P06::urn,SDN:P06::prefLabel,sdn_uom_urn,sdn_uom_name,expected_units,definition,convention
GF3,PRHB,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,PRK$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,metre per decibar,mètre par decibar,,,,,,,,,,,,,,,,,,,,,,,,,metre per decibar,,
GF3,PRO#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,PRO1,MEDS,A,General purpose,Tout usage,text,texte,,name_of_project,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,PRO2,MEDS,A,Biological Oceanography,Océanographie biologique,text,texte,,project_description2,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,PROC,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,PRP$,MEDS,A,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per hour,milligramme carbone par mètre cube par heure,,,,,,,,,,,,,,,,,,,,,,,,,milligram Carbon per metre cube per hour,,
GF3,PRP_,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,PRQ$,MEDS,I,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per hour,milligramme carbone par mètre cube par heure,,,,,,,,,,,,,,,,,,,,,,,,,milligram Carbon per metre cube per hour,,
GF3,PRRT,MEDS,A,Meteorology,Météorologie,millimetre per hour,millimètre par heure,,,,,,,,,,,,,,,,,,,,,,,,,millimetre per hour,,
GF3,PRSN,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,PRSV,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,PRSX,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,PRT$,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,PRTN,MEDS,A,Meteorology,Météorologie,millimetre,millimètre,,,,,,,,,,,,,,,,,,,,,,,,,millimetre,,
GF3,PRV$,MEDS,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,,,,,,,,,,,,,,,,,,,,,metre per second,,
GF3,PSAL,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,,,,psu,,,PSLTZZ01,Practical salinity of the water body,sea_water_practical_salinity,,,sea_water_practical_salinity,http://vocab.nerc.ac.uk/collection/P07/current/IADIHDIJ/,http://vocab.nerc.ac.uk/collection/P01/current/PSLTZZ01/,PSLTZZ01,Practical salinity of the water body,SDN:P01::PSLTZZ01,Practical salinity of the water body,,,,,,"practical salinity unit (PSS-78),psu",Practical salinity of the water body,
GF3,PSAR,"BIO,IML,MEDS",A,Biological Oceanography,Océanographie biologique,micromole per metre square per second,micromole par mètre carré par seconde,,,,,micromoles,,,,,,,,,,,,,,,,,,,,"micromoles,micromole per metre square per second",,
GF3,PSEA,MEDS,A,Data Operation,Opération sur données,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,,,,,,,,,,,,,,,,,,,,,,,,practical salinity unit (PSS-78),,
GF3,PSP$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,decibar,decibar,,,,,,,,,,,,,,,,,,,,,,,,,decibar,,
GF3,PSQ$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,decibar,decibar,,,,,,,,,,,,,,,,,,,,,,,,,decibar,,
GF3,PTCH,"BIO,IML,MEDS",A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,degrees,UAAA,degrees,PTCHGP01,Orientation (pitch) of measurement device by unspecified GPS system,platform_pitch,,,platform_pitch,http://vocab.nerc.ac.uk/collection/P07/current/UOMSLR0H/,http://vocab.nerc.ac.uk/collection/P01/current/PTCHGP01/,PTCHGP01,Orientation (pitch) of measurement device by unspecified GPS system,SDN:P01::PTCHGP01,Orientation (pitch) of measurement device by unspecified GPS system,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,UAAA,Degrees,SDN:P06::UAAA,Degrees,degree,Orientation (pitch) of measurement device by unspecified GPS system,
GF3,PTCHSDEV,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,PTM$,MEDS,A,Time and frequency,Temps et fréquence,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,PTP1,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,PTT$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,PVA$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,millibar,millibar,,,,,,,,,,,,,,,,,,,,,,,,,millibar,,
GF3,PVAR,"BIO,IML,MEDS",A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
GF3,PVS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,,,,,,,,,,volt,,
GF3,PYPB,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,QCF$,MEDS,A,General purpose,Tout usage,text,texte,,encoded_information_on_GTSPP_QC_tests_failed,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,QCFF,"BIO,IML,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,QCP$,MEDS,A,General purpose,Tout usage,text,texte,,encoded_information_on_GTSPP_QC_tests_performed,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,QFF$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,QFP$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,QIF$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,QNF#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,QNP#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,QPOS,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,QQQQ,"BIO,IML,MEDS",A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
GF3,QSOL,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,,,,,,,,,,,,,,,,,,,,,,watt per metre square,,
GF3,QTIM,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,QUL$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,RADD,MEDS,A,Position and navigation,Position et navigation,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,RANG,"BIO,IML,MEDS",A,Position and navigation,Position et navigation,metre,mètre,,,,,metres,ULAA,metres,,,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,ULAA,Metres,SDN:P06::ULAA,Metres,metre,,
GF3,RCRD,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,RCT$,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,4770.0,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,RD1$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,RD2$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,RD3$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,RD4$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,RD5$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,RD6$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,RD7$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,REC$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,RECD,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,REFR,"BIO,IML",A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
GF3,RELH,"BIO,IML,MEDS",A,Meteorology,Météorologie,percent,pourcentage,,,,,%,UPCT,percent,CHUMZZ01,Relative humidity of the atmosphere,relative_humidity,,,relative_humidity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0413/,http://vocab.nerc.ac.uk/collection/P01/current/CHUMZZ01/,CHUMZZ01,Relative humidity of the atmosphere,SDN:P01::CHUMZZ01,Relative humidity of the atmosphere,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,UPCT,Percent,SDN:P06::UPCT,Percent,percent,Relative humidity of the atmosphere,
GF3,RELP,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,decibar,decibar,,,,,decibars,UPDB,decibars,,,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UPDB/,UPDB,Decibars,SDN:P06::UPDB,Decibars,"decibars,decibar",,
GF3,REP$,MEDS,A,General purpose,Tout usage,code table,table de code,,encoded_information_on_replicate_samples,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,RM1$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,RM2$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,RM3$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,RM4$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,RM5$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,RM6$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,RM7$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,ROLL,"BIO,IML,MEDS",A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,degrees,UAAA,degrees,ROLLGP01,Orientation (roll angle) of measurement device by unspecified GPS system,platform_roll,,,platform_roll,http://vocab.nerc.ac.uk/collection/P07/current/STKKO0AT/,http://vocab.nerc.ac.uk/collection/P01/current/ROLLGP01/,ROLLGP01,Orientation (roll angle) of measurement device by unspecified GPS system,SDN:P01::ROLLGP01,Orientation (roll angle) of measurement device by unspecified GPS system,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,UAAA,Degrees,SDN:P06::UAAA,Degrees,degree,Orientation (roll angle) of measurement device by unspecified GPS system,
GF3,ROLLSDEV,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,RPOT,"BIO,MEDS",,,,,,,,,,mV,,,RPTWBZZ1,Redox potential in the water body by redox electrode and NO reference electrode correction,,,,,,http://vocab.nerc.ac.uk/collection/P01/current/RPTWBZZ1/,RPTWBZZ1,Redox potential in the water body by redox electrode and NO reference electrode correction,SDN:P01::RPTWBZZ1,Redox potential in the water body by redox electrode and NO reference electrode correction,,,,,,mV,Redox potential in the water body by redox electrode and NO reference electrode correction,
GF3,RTC$,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,RTD$,MEDS,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,RTM$,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,SALD,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,SAT$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,SBPH,MEDS,A,Physical Oceanography,Océanographie physique,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
GF3,SC1$,MEDS,A,Physical Oceanography,Océanographie physique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,SC2$,MEDS,A,Physical Oceanography,Océanographie physique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,SCDT,MEDS,A,Physical Oceanography,Océanographie physique,degree(angle),degré(angle),sea_water_velocity_to_direction,,,,,,,,,,,,sea_water_velocity_to_direction,http://vocab.nerc.ac.uk/collection/P07/current/5D4D7YMF/,,,,,,,,,,,degree,,
GF3,SCR$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,second,seconde,,scan_rate_of_instrument_during_ctd_tow,,,,,,,,,,,,,,,,,,,,,,,second,,
GF3,SCSP,MEDS,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,sea_water_speed,,,,,,,,,,,,sea_water_speed,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0334/,,,,,,,,,,,metre per second,,
GF3,SCT$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,SDA$,MEDS,A,Physical Oceanography,Océanographie physique,kilogram per metre cube,kilogramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,kilogram per metre cube,,
GF3,SDAT,MEDS,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,SDEV,"IML,MEDS",A,General purpose,Tout usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,SDHU,MEDS,A,Meteorology,Météorologie,gram per kilogram,gramme par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,gram per kilogram,,
GF3,SDIF,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,,,,,,,,,,,,,,,,,,,,,,watt per metre square,,
GF3,SDIR,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,,,,,,,,,,,,,,,,,,,,,,watt per metre square,,
GF3,SDS$,MEDS,A,Data Operation,Opération sur données,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,,,,,,,,,,,,,,,,,,,,,,,,practical salinity unit (PSS-78),,
GF3,SDT$,MEDS,A,Data Operation,Opération sur données,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,SDWS,MEDS,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,,,,,,,,,,,,,,,,,,,,,,metre per second,,
GF3,SEAS,MEDS,A,Wave,Vague,code table,table de code,,sea_state_wmo_table_3700,3700.0,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,SECC,"BIO,IML,MEDS",,,,,,,,,,m,ULAA,metres,SECCSDNX,Visibility in the water body by Secchi disk,secchi_depth_of_sea_water,,,secchi_depth_of_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFV13N21/,http://vocab.nerc.ac.uk/collection/P01/current/SECCSDNX/,SECCSDNX,Visibility in the water body by Secchi disk,SDN:P01::SECCSDNX,Visibility in the water body by Secchi disk,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,ULAA,Metres,SDN:P06::ULAA,Metres,m,Visibility in the water body by Secchi disk,
GF3,SECS,MEDS,A,Date and time within day,Date et temps dans une journée,second,seconde,,seconds_within_minute,,,,,,,,,,,,,,,,,,,,,,,second,,
GF3,SED1,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
GF3,SEH1,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,SEM$,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,,,,,,,,,,second,,
GF3,SEP1,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,,,,,,,,,,second,,
GF3,SEQ$,MEDS,A,General purpose,Tout usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,SER1,MEDS,A,General purpose,Tout usage,text,texte,,serial_number_of_instrument,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,SEX_,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,SGT$,MEDS,A,Physical Oceanography,Océanographie physique,kilogram per metre cube,kilogramme par mètre cube,sea_water_sigma_t,,,,,,,,,,,,sea_water_sigma_t,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0332/,,,,,,,,,,,kilogram per metre cube,,
GF3,SHA1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,SHA2,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,SHP#,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,SID$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,SID9,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
GF3,SIDE,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,SIGO,"BIO,IML",A,Physical Oceanography,Océanographie physique,kilogram per metre cube,kilogramme par mètre cube,,,,,kg/ m^3,UKMC,kilograms per cubic metre,,,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UKMC/,UKMC,Kilograms per cubic metre,SDN:P06::UKMC,Kilograms per cubic metre,"kg/ m^3,kilogram per metre cube",,
GF3,SIGP,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,kilogram per metre cube,kilogramme par mètre cube,,,,,kg/ m^3,UKMC,kilograms per cubic metre,SIGTEQ01,Sigma-theta of the water body by computation from salinity and potential temperature using UNESCO algorithm,sea_water_sigma_theta,,,sea_water_sigma_theta,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0333/,http://vocab.nerc.ac.uk/collection/P01/current/SIGTEQ01/,SIGTEQ01,Sigma-theta of the water body by computation from salinity and potential temperature using UNESCO algorithm,SDN:P01::SIGTEQ01,Sigma-theta of the water body by computation from salinity and potential temperature using UNESCO algorithm,http://vocab.nerc.ac.uk/collection/P06/current/UKMC/,UKMC,Kilograms per cubic metre,SDN:P06::UKMC,Kilograms per cubic metre,"kg/ m^3,kilogram per metre cube",Sigma-theta of the water body by computation from salinity and potential temperature using UNESCO algorithm,
GF3,SIGT,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,kilogram per metre cube,kilogramme par mètre cube,,,,,kg/ m^3,UKMC,kilograms per cubic metre,SIGTEQST,Sigma-T of the water body by computation from salinity and temperature using UNESCO algorithm,sea_water_sigma_t,,,sea_water_sigma_t,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0332/,http://vocab.nerc.ac.uk/collection/P01/current/SIGTEQST/,SIGTEQST,Sigma-T of the water body by computation from salinity and temperature using UNESCO algorithm,SDN:P01::SIGTEQST,Sigma-T of the water body by computation from salinity and temperature using UNESCO algorithm,http://vocab.nerc.ac.uk/collection/P06/current/UKMC/,UKMC,Kilograms per cubic metre,SDN:P06::UKMC,Kilograms per cubic metre,"kg/ m^3,kilogram per metre cube",Sigma-T of the water body by computation from salinity and temperature using UNESCO algorithm,
GF3,SIM$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,SIN1,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,SINC,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,,,,,,,,,,,,,,,,,,,,,,watt per metre square,,
GF3,SLA$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
GF3,SLCA,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,mmol/m^3,MMCM,millimole per cubic metre,SLCAZZXX,Concentration of silicate {SiO44- CAS 17181-37-2} per unit volume of the water body [unknown phase],mole_concentration_of_silicate_in_sea_water,,,mole_concentration_of_silicate_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0810/,http://vocab.nerc.ac.uk/collection/P01/current/SLCAZZXX/,SLCAZZXX,Concentration of silicate {SiO44- CAS 17181-37-2} per unit volume of the water body [unknown phase],SDN:P01::SLCAZZXX,Concentration of silicate {SiO44- CAS 17181-37-2} per unit volume of the water body [unknown phase],http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,MMCM,Millimoles per cubic metre,SDN:P06::MMCM,Millimoles per cubic metre,"millimole per metre cube,mmol/m^3",Concentration of silicate {SiO44- CAS 17181-37-2} per unit volume of the water body [unknown phase],
GF3,SLEV,MEDS,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,SLO$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
GF3,SMI$,MEDS,A,Time and frequency,Temps et fréquence,minute(time),minute(durée),,,,,,,,,,,,,,,,,,,,,,,,,minute(time),,
GF3,SNCN,BIO,A,Instrument characteristics,Caractéristiques de l'instrument,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
GF3,SOLT,MEDS,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,SOTP,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,SOU$,MEDS,A,Geophysics,Géophysique,metre,mètre,sea_floor_depth_below_mean_sea_level,,,,,,,,,,,,sea_floor_depth_below_mean_sea_level,http://vocab.nerc.ac.uk/collection/P07/current/G00MLQLO/,,,,,,,,,,,metre,,
GF3,SOUT,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,,,,,,,,,,,,,,,,,,,,,,watt per metre square,,
GF3,SOXY,MEDS,A,Physical Oceanography,Océanographie physique,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,millimole per metre cube,,
GF3,SPA$,MEDS,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microeinstein par mètre carré par seconde,,photosynthetic_active_radiation,,,,,,,,,,,,,,,,,,,,,,,microeinstein per metre square per second,,
GF3,SPAR,"BIO,MEDS",,,,,,,,,,ueinsteins/s/m^2,,,,,,,,,,,,,,,,,,,,ueinsteins/s/m^2,,
GF3,SPARSDEV,"BIO,MEDS",,,,,,,,,,ueinsteins/s/m^2,,,,,,,,,,,,,,,,,,,,ueinsteins/s/m^2,,
GF3,SPC$,MEDS,A,Wave,Vague,metre per second,mètre par seconde,,,,,,,,,,,,,,,,,,,,,,,,,metre per second,,
GF3,SPCF,MEDS,A,Time and frequency,Temps et fréquence,hertz,hertz,,,,,,,,,,,,,,,,,,,,,,,,,hertz,,
GF3,SPDG,MEDS,A,Position and navigation,Position et navigation,metre per second,mètre par seconde,,,,,,,,,,,,,,,,,,,,,,,,,metre per second,,
GF3,SPDI,MEDS,A,Position and navigation,Position et navigation,metre per second,mètre par seconde,,,,,,,,,,,,,,,,,,,,,,,,,metre per second,,
GF3,SPDR,MEDS,A,Position and navigation,Position et navigation,metre per second,mètre par seconde,,,,,,,,,,,,,,,,,,,,,,,,,metre per second,,
GF3,SPDV,MEDS,A,Position and navigation,Position et navigation,metre per second,mètre par seconde,,,,,,,,,,,,,,,,,,,,,,,,,metre per second,,
GF3,SPEH,"BIO,IML,MEDS",A,Meteorology,Météorologie,gram per kilogram,gramme par kilogramme,,,,,g/kg,UGKG,grams per kilogram,CHUMSS01,Specific humidity of the atmosphere,specific_humidity,,,specific_humidity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0313/,http://vocab.nerc.ac.uk/collection/P01/current/CHUMSS01/,CHUMSS01,Specific humidity of the atmosphere,SDN:P01::CHUMSS01,Specific humidity of the atmosphere,http://vocab.nerc.ac.uk/collection/P06/current/UGKG/,UGKG,Grams per kilogram,SDN:P06::UGKG,Grams per kilogram,"gram per kilogram,g/kg",Specific humidity of the atmosphere,
GF3,SPF$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,SPFR,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,SPVA,"BIO,IML",A,Physical Oceanography,Océanographie physique,metre cube per kilogram,mètre cube par kilogramme,,,,,m^3 / kg,,,,,,,,,,,,,,,,,,,,"metre cube per kilogram,m^3 / kg",,
GF3,SPVO,"BIO,IML",A,Physical Oceanography,Océanographie physique,metre cube per kilogram,mètre cube par kilogramme,,,,,m^3/ kg,,,,,sea_water_volume,,,sea_water_volume,http://vocab.nerc.ac.uk/collection/P07/current/CF12N585/,,,,,,,,,,,"metre cube per kilogram,m^3/ kg",,
GF3,SRT$,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,SSAL,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,gram per kilogram,gramme par kilogramme,,,,,g/kg,UGKG,grams per kilogram,ODSDM021,Salinity of the water body,sea_water_salinity,,,sea_water_salinity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0331/,http://vocab.nerc.ac.uk/collection/P01/current/ODSDM021/,ODSDM021,Salinity of the water body,SDN:P01::ODSDM021,Salinity of the water body,http://vocab.nerc.ac.uk/collection/P06/current/UGKG/,UGKG,Grams per kilogram,SDN:P06::UGKG,Grams per kilogram,"gram per kilogram,g/kg",Salinity of the water body,
GF3,SSD#,MEDS,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,SSPS,MEDS,A,Physical Oceanography,Océanographie physique,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,,,PSS-78,,,,,,,,,,,,,,,,,,,,,practical salinity unit (PSS-78),,PSS-78
