Vocabulary,name,Users,MEDS:STATUS,MEDS:CATEGORY_MEANING_E,MEDS:CATEGORY_MEANING_F,MEDS:UNITS_DESCRIPTOR_E,MEDS:UNITS_DESCRIPTOR_F,MEDS:CF_CODE,MEDS:NETCDF_LONG_NAME,MEDS:WMO_CODE_TABLE_ID,MEDS:CONVENTION,BIO:units,BIO:P06 urn,BIO:P06 name,BIO:P01 urn,BIO:P01 name,BIO:CF_CODE,IML:definition,IML:units,long_name,expected_units,scale,standard_name,SDN:P07::id,SDN:P01::id,SDN:P01::urn,SDN:P01::prefLabel,sdn_parameter_urn,sdn_parameter_name,SDN:P06::id,SDN:P06::urn,SDN:P06::prefLabel,sdn_uom_urn,sdn_uom_name,definition,convention,scale_factor,GF3_name,Alternative units,SDN:P01::Alternative Name
IOS,Nitrite,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,micromole per litre,,,,,,,,,,,,,,,,,,,
IOS,Nitrogen:Dissolved:Organic,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,micromole per litre,,,,,,,,,,,,,,,,,,,
IOS,Nitrogen:Particulate:Organic,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,,,
IOS,Nitrogen:Particulate:Organic,IOS,A,Chemistry,Chimie,microgram per litre,microgramme par litre,,,,,,,,,,,,,,microgram per litre,,,,,,,,,,,,,,,,,,,
IOS,Nitrogen:Particulate:Total,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,micromole per litre,,,,,,,,,,,,,,,,,,,
IOS,Number_of_bin_records,IOS,A,General purpose,Tout usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS,Oxygen:Dissolved,IOS,A,Biological Oceanography,Océanographie biologique,millilitre per litre,millilitre par litre,,,,,,,,,,,,,,millilitre per litre,,,,,,,,,,,,,,,,,,,
IOS,Oxygen:Dissolved,IOS,A,Physical Oceanography,Océanographie physique,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,micromole per kilogram,,,,,,,,,,,,,,,,,,,
IOS,Oxygen:Dissolved:SBE,IOS,A,Physical Oceanography,Océanographie physique,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,micromole per kilogram,,,,,,,,,,,,,,,,,,,
IOS,Oxygen:Dissolved:SBE,IOS,A,Physical Oceanography,Océanographie physique,millilitre per litre,millilitre par litre,,,,,,,,,,,,,,millilitre per litre,,,,,,,,,,,,,,,,,,,
IOS,Oxygen:Isotope:18,IOS,A,Isotopes,Isotopes,per thousand,par mille,,,,,,,,,,,,,,per thousand,,,,,,,,,,,,,,,,,,,
IOS,PAR,IOS,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microEinstein par mètre carré par seconde,,,,,,,,,,,,,,microeinstein per metre square per second,,,,,,,,,,,,,,,,,,,
IOS,PAR:Reference,IOS,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microEinstein par mètre carré par seconde,,,,,,,,,,,,,,microeinstein per metre square per second,,,,,,,,,,,,,,,,,,,
IOS,Phaeo-Pigment:Extracted,IOS,A,Pigments,Pigments,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,,,
IOS,Phosphate,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,micromole per litre,,,,,,,,,,,,,,,,,,,
IOS,Pressure,IOS,A,Physical Oceanography,Océanographie physique,decibar,decibar,,,,,,,,,,,,,,decibar,,,,,,,,,,,,,,,,,,,
IOS,Pressure:Atmospheric:SeaLevel,IOS,A,Meteorology,Météorologie,millibar,millibar,,,,,,,,,,,,,,millibar,,,,,,,,,,,,,,,,,,,
IOS,Primary:Production,IOS,A,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per hour,milligramme carbone par mètre cube par heure,,,,,,,,,,,,,,milligram Carbon per metre cube per hour,,,,,,,,,,,,,,,,,,,
IOS,Primary:Production,IOS,A,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per day,milligramme carbone par mètre cube par jour,,,,,,,,,,,,,,milligram Carbon per metre cube per day,,,,,,,,,,,,,,,,,,,
IOS,Production:Primary,IOS,A,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per day,milligramme carbone par mètre cube par jour,,,,,,,,,,,,,,milligram Carbon per metre cube per day,,,,,,,,,,,,,,,,,,,
IOS,Production:Primary,IOS,A,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per hour,milligramme carbone par mètre cube par heure,,,,,,,,,,,,,,milligram Carbon per metre cube per hour,,,,,,,,,,,,,,,,,,,
IOS,Propane,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,,,,,,,,,,,nanomole per litre,,,,,,,,,,,,,,,,,,,
IOS,Propylene,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,,,,,,,,,,,nanomole per litre,,,,,,,,,,,,,,,,,,,
IOS,Record,IOS,A,Physical Oceanography,Océanographie physique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS,Salinity,IOS,A,Physical Oceanography,Océanographie physique,PSS-78,PSS-78,,,,,,,,,,,,,,PSS-78,PSS-78,,,,,,,,,,,,,,,,,,
IOS,Salinity,IOS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS,Salinity,IOS,A,Physical Oceanography,Océanographie physique,part per trillion,parties par trillion,,,,,,,,,,,,,,part per trillion,,,,,,,,,,,,,,,,,,,
IOS,Salinity:Bottle,IOS,A,Physical Oceanography,Océanographie physique,PSS-78,PSS-78,,,,,,,,,,,,,,PSS-78,PSS-78,,,,,,,,,,,,,,,,,,
IOS,Salinity:Bottle,IOS,A,Physical Oceanography,Océanographie physique,part per thousand,partie par mille,,,,,,,,,,,,,,part per thousand,,,,,,,,,,,,,,,,,,,
IOS,Salinity:T0:C0,IOS,A,Physical Oceanography,Océanographie physique,PSS-78,PSS-78,,,,,,,,,,,,,,PSS-78,PSS-78,,,,,,,,,,,,,,,,,,
IOS,Salinity:T0:C1,IOS,A,Physical Oceanography,Océanographie physique,PSS-78,PSS-78,,,,,,,,,,,,,,PSS-78,PSS-78,,,,,,,,,,,,,,,,,,
IOS,Salinity:T1:C0,IOS,A,Physical Oceanography,Océanographie physique,PSS-78,PSS-78,,,,,,,,,,,,,,PSS-78,PSS-78,,,,,,,,,,,,,,,,,,
IOS,Salinity:T1:C1,IOS,A,Physical Oceanography,Océanographie physique,PSS-78,PSS-78,,,,,,,,,,,,,,PSS-78,PSS-78,,,,,,,,,,,,,,,,,,
IOS,Sample_Method,IOS,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,dimensionless,,,,,,,,,,,,,,,,,,,
IOS,Sample_Number,IOS,A,General purpose,Tout usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS,Silcate,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,micromole per litre,,,,,,,,,,,,,,,,,,,
IOS,Silicate,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,micromole per litre,,,,,,,,,,,,,,,,,,,
IOS,Silicate:Acidified,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,micromole per litre,,,,,,,,,,,,,,,,,,,
IOS,Speed:Wind,IOS,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,,,,,,,,,,,metre per second,,,,,,,,,,,,,,,,,,,
IOS,Speed:Wind:Gust,IOS,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,,,,,,,,,,,metre per second,,,,,,,,,,,,,,,,,,,
IOS,Station,IOS,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,dimensionless,,,,,,,,,,,,,,,,,,,
IOS,Temperature,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (IPTS-68),degrés Celsius (IPTS-68),,,,,,,,,,,,,,degree Celsius (IPTS-68),IPTS-68,,,,,,,,,,,,,,,,,,
IOS,Temperature,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (ITS-90),degrés Celsius (ITS-90),,,,,,,,,,,,,,degree Celsius (ITS-90),ITS-90,,,,,,,,,,,,,,,,,,
IOS,Temperature,IOS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,,,
IOS,Temperature,IOS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,,,
IOS,Temperature:BT,IOS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,,,
IOS,Temperature:Bucket,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (IPTS-68),degrés Celsius (IPTS-68),,,,,,,,,,,,,,degree Celsius (IPTS-68),IPTS-68,,,,,,,,,,,,,,,,,,
IOS,Temperature:Primary,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (ITS-90),degrés Celsius (ITS-90),,,,,,,,,,,,,,degree Celsius (ITS-90),ITS-90,,,,,,,,,,,,,,,,,,
IOS,Temperature:Primary,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (IPTS-68),degrés Celsius (IPTS-68),,,,,,,,,,,,,,degree Celsius (IPTS-68),,,,,,,,,,,,,,,,,,,
IOS,Temperature:Reversing,IOS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,,,
IOS,Temperature:Reversing,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (IPTS-68),degrés Celsius (IPTS-68),,,,,,,,,,,,,,degree Celsius (IPTS-68),IPTS-68,,,,,,,,,,,,,,,,,,
IOS,Temperature:Secondary,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (ITS-90),degrés Celsius (ITS-90),,,,,,,,,,,,,,degree Celsius (ITS-90),ITS-90,,,,,,,,,,,,,,,,,,
IOS,Temperature:Secondary,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (IPTS-68),degrés Celsius (IPTS-68),,,,,,,,,,,,,,degree Celsius (IPTS-68),IPTS-68,,,,,,,,,,,,,,,,,,
IOS,Thickness:Ice,IOS,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,,,
IOS,Time,IOS,A,Date and time within day,Date et temps dans une journée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS,Total_Suspended_Solids,IOS,A,Biology,Biologie,part per million by volume,partie par million de volume,,,,,,,,,,,,,,part per million by volume,,,,,,,,,,,,,,,,,,,
IOS,Total_Suspended_Solids,IOS,A,Biology,Biologie,milligram per litre,milligramme par litre,,,,,,,,,,,,,,milligram per litre,,,,,,,,,,,,,,,,,,,
IOS,Transmissivity,IOS,A,Biological Oceanography,Océanographie biologique,percent per metre,pourcentage par mètre,,,,,,,,,,,,,,percent per metre,,,,,,,,,,,,,,,,,,,
IOS,Transmissivity,IOS,A,Optical properties,Propriétées optiques,percent per five centimeters,pourcent par cinq centimètres,,,,,,,,,,,,,,percent per five centimetre,,,,,,,,,,,,,,,,,,,
IOS,pH:NBS,IOS,A,Chemistry,Chimie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS,pH:SBE,IOS,A,Chemistry,Chimie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS,pH:SWS,IOS,A,Chemistry,Chimie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDS,ALTB,MEDS,A,Position and navigation,Position et navigation,metre,mètre,,height_of_instrument_above_bottom,,,,,,,,,,,,m|metre,,,,,,,,,,,,,,,,,ALTB,,
MEDS,DOXY,MEDS,A,Physical Oceanography,Océanographie physique,millimole per metre cube,millimole par mètre cube,mole_concentration_of_dissolved_molecular_oxygen_in_sea_wate,mole_concentration_of_dissolved_molecular_oxygen_in_wate,,,,,,,,,Concentration d'oxygène dissous dans l'eau de mer.  Unités: 'ml/l',ml/l,,millimole per metre cube|ml/l,,,,,,,,,,,,,,Concentration d'oxygène dissous dans l'eau de mer.  Unités: 'ml/l',,,DOXY,,
MEDS,PSAR,MEDS,,,,,,,,,,,,,,,,Radiation photosynthétique active ou   'Photosynthetic active radiation'  unités: 'microEinstein/s/m**2'  Unités: 'kg/m**3',kg/m**3,,kg/m**3,,,,,,,,,,,,,,Radiation photosynthétique active ou   'Photosynthetic active radiation'  unités: 'microEinstein/s/m**2'  Unités: 'kg/m**3',,,PSAR,,
MEDS,PVAR,MEDS,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVAR,,
MEDS,TEXT,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEXT,,
MEDS,TRAN,MEDS,A,Physical Oceanography,Océanographie physique,percent,pourcentage,,,,,,,,,,,Transmissivité.  Unités: '%',%,,percent,,,,,,,,,,,,,,Transmissivité.  Unités: '%',,,TRAN,,
MEDS,WDIR,MEDS,A,Meteorology,Météorologie,degree(angle),degré(angle),wind_from_direction,wind_from_direction_true,,FromTrue,,,,,,,Direction du vent. Unité: degrés.,degrees,,degree,,wind_from_direction,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0036/,,,,,,,,,,,Direction du vent. Unité: degrés.,FromTrue,,WDIR,,
NODC,AC2$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,ACC$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,ACCS,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,ADDP,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,ADID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,ADPF,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,AFC$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,ALKY,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,millimole per metre cube,,,,,,,,,,,,,,,,,,,
NODC,AMON,NODC,A,Chemistry,Chimie,millimole per litre cube,millimole par litre cube,,,,,,,,,,,,,,millimole per litre cube,,,,,,,,,,,,,,,,,,,
NODC,ANH$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,,,
NODC,ANT$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,,,
NODC,APN$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,AQA$,NODC,A,Position and navigation,Position et navigation,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,AREA,NODC,A,Position and navigation,Position et navigation,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,ARG$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,ATMP,NODC,A,Meteorology,Météorologie,hectopascal,hectopascal,,,,,,,,,,,,,,hectopascal,,,,,,,,,,,,,,,,,,,
NODC,ATMS,NODC,A,Meteorology,Météorologie,hectopascal,hectopascal,,,,,,,,,,,,,,hectopascal,,,,,,,,,,,,,,,,,,,
NODC,ATPT,NODC,A,Meteorology,Météorologie,hectopascal per hour,hectopascal par heure,,,,,,,,,,,,,,hectopascal per hour,,,,,,,,,,,,,,,,,,,
NODC,B14$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,volt,,,,,,,,,,,,,,,,,,,
NODC,BATH,NODC,A,Geophysics,Géophysique,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,,,
NODC,BCI$,NODC,A,Position and navigation,Position et navigation,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,BMS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,BQA$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,BQZ$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,BTP$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,BV7$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,volt,,,,,,,,,,,,,,,,,,,
NODC,BYM$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,CALK,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,millimole per metre cube,,,,,,,,,,,,,,,,,,,
NODC,CAST,NODC,A,Physical Oceanography,Océanographie physique,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,CCLL,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,CCVR,NODC,A,Meteorology,Météorologie,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,CDD$,NODC,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,,,
NODC,CDP$,NODC,A,Meteorology,Météorologie,part per million,partie par million,,,,,,,,,,,,,,part per million,,,,,,,,,,,,,,,,,,,
NODC,CDX$,NODC,A,Meteorology,Météorologie,part per million,partie par million,,,,,,,,,,,,,,part per million,,,,,,,,,,,,,,,,,,,
NODC,CHAC,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,CHCD,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,CHDA,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,CHDP,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,CHLT,NODC,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,,,
NODC,CHPF,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,CITW,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,CLCM,NODC,A,Meteorology,Météorologie,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,CLDA,NODC,A,Meteorology,Météorologie,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,CLDT,NODC,A,Meteorology,Météorologie,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,COND,NODC,A,Physical Oceanography,Océanographie physique,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,CORG,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,millimole per metre cube,,,,,,,,,,,,,,,,,,,
NODC,CPH$,NODC,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,,,
NODC,CPHL,NODC,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,,,
NODC,CRC$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,CRID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,CSC1,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,CSID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,CSN$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,DATE,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,DAY$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,DBID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,DDS$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,DEPC,NODC,A,Methods,Méthodes,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,DEPH,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,,,
NODC,DEPP,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,DEWT,NODC,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,,,
NODC,DKT$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,DOX$,NODC,A,Biological Oceanography,Océanographie biologique,millilitre per litre,millilitre par litre,,,,,,,,,,,,,,millilitre per litre,,,,,,,,,,,,,,,,,,,
NODC,DOX2,NODC,A,Physical Oceanography,Océanographie physique,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,micromole per kilogram,,,,,,,,,,,,,,,,,,,
NODC,DOXY,NODC,A,Physical Oceanography,Océanographie physique,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,millimole per metre cube,,,,,,,,,,,,,,,,,,,
NODC,DPC$,NODC,A,Methods,Méthodes,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,DPS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,hour,heure,,,,,,,,,,,,,,hour,,,,,,,,,,,,,,,,,,,
NODC,DRDP,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,,,
NODC,DRHR,NODC,A,Time and frequency,Temps et fréquence,hour,heure,,,,,,,,,,,,,,hour,,,,,,,,,,,,,,,,,,,
NODC,DRYT,NODC,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,,,
NODC,DT2$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,DTE$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,D_P$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,F11$,NODC,A,Chemistry,Chimie,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,F12$,NODC,A,Chemistry,Chimie,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,FLAG,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,FLO1,NODC,A,Chemistry,Chimie,milligram per litre,milligramme par litre,,,,,,,,,,,,,,milligram per litre,,,,,,,,,,,,,,,,,,,
NODC,FLU1,NODC,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,,,
NODC,FLU2,NODC,A,Chemistry,Chimie,volt,volt,,,,,,,,,,,,,,volt,,,,,,,,,,,,,,,,,,,
NODC,FRA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,FRE$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,FRQ$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,FTD#,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,dimensionless,sans dimension,,,,,,,,,,,,,,dimensionless,,,,,,,,,,,,,,,,,,,
NODC,FTT#,NODC,A,Date and time within day,Date et temps dans une journée,hour,heure,,,,,,,,,,,,,,hour,,,,,,,,,,,,,,,,,,,
NODC,GCLL,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,GE1$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,GE2$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,GG1$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,GG2$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,GG3$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,GGC$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,GGCM,NODC,A,Position and navigation,Position et navigation,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,GGI$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,GGST,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,GNCO,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,GNCR,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
